AnimalBreed,AnimalDesexed,AnimalGender,locality
Blue Heeler,N,M,SEMAPHORE
American Staffordshire Bull Terrier X,Y,M,SEMAPHORE
Border Collie,N,M,SEMAPHORE
Cocker Spaniel X,Y,M,SEMAPHORE
Cocker Spaniel,Y,M,SEMAPHORE
Shar Pei,Y,F,SEMAPHORE
Basset Hound,Y,F,SEMAPHORE
German Shorthaired Pointer,Y,F,SEMAPHORE
Golden Retriever,Y,M,SEMAPHORE
Dachshund - Miniature,Y,F,SEMAPHORE
Dachshund,Y,M,SEMAPHORE
Cross Breed,Y,M,SEMAPHORE
Maltese Terrier X,Y,F,SEMAPHORE
Staffordshire Bull Terrier X,Y,F,SEMAPHORE
New Zealand Huntaway,Y,F,SEMAPHORE
Maltese X,Y,F,SEMAPHORE
Kelpie,Y,F,SEMAPHORE
Samoyed X,Y,F,SEMAPHORE
Labrador X,N,M,SEMAPHORE
Jack Russell Terrier,Y,F,SEMAPHORE
Jack Russell Terrier,Y,F,SEMAPHORE
Greyhound,N,M,SEMAPHORE
Greyhound,N,F,SEMAPHORE
Cocker Spaniel,Y,U,SEMAPHORE
Spoodle,Y,F,SEMAPHORE
Italian Greyhound,Y,F,SEMAPHORE
Siberian Husky,N,M,SEMAPHORE
Pomeranian,Y,F,SEMAPHORE
Golden Retriever,Y,M,SEMAPHORE
Maltese X,Y,M,SEMAPHORE
Spoodle,Y,F,SEMAPHORE
Maltese X,Y,F,SEMAPHORE
Maltese X,N,M,SEMAPHORE
Fox Terrier X - Miniature,Y,F,SEMAPHORE
Fox Terrier X - Miniature,Y,F,SEMAPHORE
Cavoodle,Y,F,LARGS BAY
Beagle,Y,M,LARGS BAY
Labradoodle X,Y,F,LARGS BAY
Whippet,Y,M,LARGS BAY
Golden Retriever X,Y,F,LARGS BAY
Pug X,Y,F,LARGS BAY
Pugalier,Y,F,LARGS BAY
French Bulldog,Y,F,LARGS BAY
Cavoodle,Y,F,LARGS BAY
Retriever - Curly Coated,Y,M,LARGS BAY
Maltese X,Y,F,LARGS BAY
Labrador X,Y,M,LARGS BAY
Maltese X,N,M,LARGS BAY
Staffordshire Bull Terrier,Y,M,LARGS BAY
Labrador,N,M,LARGS BAY
Maltese X,Y,F,LARGS BAY
Maltese X,N,M,LARGS BAY
Jack Russell Terrier,Y,F,LARGS BAY
Jack Russell Terrier,Y,F,LARGS BAY
Staffordshire Bull Terrier X,Y,F,LARGS BAY
Labradoodle,Y,F,LARGS BAY
Australian Shepherd,Y,M,LARGS BAY
Border Collie X,Y,M,LARGS BAY
Tenterfield Terrier,N,F,LARGS BAY
Jack Russell Terrier,Y,M,LARGS BAY
Jack Russell Terrier,Y,M,LARGS BAY
Cairn Terrier,Y,M,LARGS BAY
Cavalier King Charles Spaniel X,Y,F,LARGS BAY
Collie - Rough,Y,F,LARGS BAY
Labrador,Y,F,LARGS BAY
Cavalier King Charles Spaniel,Y,F,LARGS BAY
Cavalier King Charles Spaniel,Y,F,LARGS BAY
Beagle,Y,M,LARGS BAY
Spoodle,Y,F,LARGS BAY
Golden Retriever X,Y,M,LARGS BAY
Maltese X,Y,F,LARGS BAY
Maltese X,Y,F,LARGS BAY
Chihuahua,Y,M,LARGS BAY
Blue Heeler,Y,F,LARGS BAY
Maltese X,Y,M,LARGS BAY
Spoodle,Y,F,LARGS BAY
Poodle,Y,F,LARGS BAY
Poodle X,Y,M,LARGS BAY
Lagotto Romagnolo,N,M,LARGS BAY
Cavalier King Charles Spaniel,Y,M,LARGS BAY
Labrador,Y,M,LARGS BAY
Rhodesian Ridgeback,Y,M,LARGS BAY
Beagle,Y,M,LARGS BAY
Beagle,Y,F,LARGS BAY
Spoodle,Y,M,LARGS BAY
Labrador X,Y,M,LARGS BAY
Golden Retriever,Y,M,LARGS BAY
Staffordshire Bull Terrier,N,F,LARGS BAY
Terrier X,Y,M,LARGS BAY
Spaniel X,Y,F,LARGS BAY
Jack Russell Terrier,Y,M,LARGS BAY
American Bulldog,Y,F,LARGS BAY
Cavalier King Charles Spaniel,Y,M,LARGS BAY
Border Collie,Y,M,LARGS BAY
Beagle,Y,F,LARGS BAY
Labrador X,Y,M,LARGS BAY
English Staffordshire Bull Terrier,Y,M,LARGS BAY
Maltese Terrier X,Y,M,LARGS BAY
Maltese X,N,M,LARGS BAY
Australian Bulldog,N,M,LARGS BAY
Dachshund,Y,F,LARGS BAY
Dachshund,Y,F,LARGS BAY
Stag Hound X,Y,M,LARGS BAY
Maltese X,Y,F,LARGS BAY
Beagle,Y,F,LARGS BAY
Maremma Sheepdog,Y,M,LARGS BAY
Terrier,Y,M,LARGS BAY
Shih Tzu,Y,M,LARGS BAY
Schnauzer - Miniature,Y,M,LARGS BAY
Golden Retriever,Y,M,LARGS BAY
Doberman,Y,M,LARGS BAY
Golden Retriever,Y,F,LARGS BAY
Dalmation,N,M,LARGS BAY
West Highland Terrier,N,M,LARGS BAY
Dachshund - Miniature,Y,F,LARGS BAY
Staffordshire Bull Terrier,Y,F,LARGS BAY
Staffordshire Bull Terrier X,Y,F,LARGS BAY
Maremma Sheepdog,Y,F,LARGS BAY
Staffordshire Bull Terrier,Y,M,LARGS BAY
American Staffordshire Bull Terrier X,Y,M,LARGS BAY
Golden Retriever,Y,F,LARGS BAY
Chihuahua X,Y,M,LARGS BAY
French Bulldog,Y,F,LARGS BAY
Groodle,Y,M,LARGS BAY
Labrador,Y,M,LARGS BAY
Groodle,Y,M,LARGS BAY
Maltese Terrier X,Y,F,LARGS BAY
Cavalier King Charles Spaniel X,Y,M,LARGS BAY
Silky Terrier X,Y,M,LARGS BAY
German Shorthaired Pointer,Y,F,LARGS BAY
Shetland Sheepdog (Sheltie),Y,F,LARGS BAY
Australian Bulldog,Y,F,LARGS BAY
Staffordshire Bull Terrier X,Y,F,LARGS BAY
Labrador,Y,M,LARGS BAY
Staffordshire Bull Terrier X,N,F,LARGS BAY
American Staffordshire Bull Terrier X,Y,F,LARGS BAY
Groodle,Y,M,LARGS BAY
Hungarian Viszla,Y,F,LARGS BAY
Golden Retriever,Y,F,LARGS BAY
Chihuahua X,Y,M,LARGS BAY
Maltese X,Y,F,LARGS BAY
Border Collie,Y,M,LARGS BAY
Border Collie,Y,F,LARGS BAY
Border Terrier,Y,M,LARGS BAY
Schnauzer X - Miniature,Y,M,LARGS BAY
Border Collie,Y,F,LARGS BAY
West Highland Terrier,Y,M,LARGS BAY
West Highland Terrier,Y,F,LARGS BAY
Cavalier King Charles Spaniel X,Y,F,LARGS BAY
Maltese X,Y,F,LARGS BAY
Schipperke X,Y,F,LARGS BAY
Shih Tzu,Y,F,LARGS BAY
Staffordshire Bull Terrier,Y,M,LARGS BAY
Retriever,Y,F,LARGS BAY
Collie - Smooth,Y,M,LARGS BAY
Collie - Smooth,Y,F,LARGS BAY
Border Collie,Y,F,LARGS BAY
Border Collie,Y,F,LARGS BAY
Staffordshire Bull Terrier,Y,F,LARGS BAY
Staffordshire Bull Terrier X,Y,M,LARGS BAY
Pomeranian,Y,F,LARGS BAY
Shih Tzu X,Y,M,LARGS BAY
Spoodle,Y,M,LARGS BAY
Border Collie,Y,F,LARGS BAY
Poodle - Standard,Y,M,LARGS BAY
Labrador,Y,F,LARGS BAY
Red Heeler,N,F,LARGS BAY
Cavoodle,Y,M,LARGS NORTH
Chihuahua,Y,F,LARGS NORTH
Kelpie X,Y,M,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Poodle - Miniature,Y,M,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Lagotto Romagnolo,Y,M,LARGS NORTH
Labrador,Y,F,LARGS NORTH
Cavalier King Charles Spaniel,N,M,LARGS NORTH
Labrador,Y,M,LARGS NORTH
Labrador,Y,M,LARGS NORTH
Kelpie,Y,F,LARGS NORTH
Labrador,N,M,LARGS NORTH
Shar Pei X,Y,M,LARGS NORTH
Terrier X,Y,M,LARGS NORTH
Staffordshire Bull Terrier X,Y,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,M,LARGS NORTH
Jack Russell Terrier,Y,F,LARGS NORTH
Border Collie X,N,M,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Red Heeler,N,F,LARGS NORTH
Labrador,N,F,LARGS NORTH
Labrador,Y,M,LARGS NORTH
Spoodle,Y,M,LARGS NORTH
Staffordshire Bull Terrier X,Y,F,LARGS NORTH
Kelpie,Y,M,LARGS NORTH
Rottweiler X,Y,F,LARGS NORTH
Staffordshire Bull Terrier,Y,M,LARGS NORTH
Staffordshire Bull Terrier,Y,M,LARGS NORTH
Border Collie X,Y,M,LARGS NORTH
German Shepherd X,Y,F,LARGS NORTH
American Staffordshire Bull Terrier,Y,F,LARGS NORTH
Golden Retriever,Y,M,LARGS NORTH
Weimaraner,N,F,LARGS NORTH
Border Collie X,Y,M,LARGS NORTH
Jack Russell Terrier X,Y,F,LARGS NORTH
Shepherd X,Y,F,LARGS NORTH
Shih Tzu X,N,F,LARGS NORTH
Blue Heeler,N,F,LARGS NORTH
Kelpie X,Y,F,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Beagle,Y,M,LARGS NORTH
German Shepherd X,Y,F,LARGS NORTH
Papillion X,Y,M,LARGS NORTH
Heeler X,Y,M,LARGS NORTH
Heeler X,Y,M,LARGS NORTH
Australian Bulldog,Y,F,LARGS NORTH
Border Collie X,Y,M,LARGS NORTH
Kelpie X,Y,F,LARGS NORTH
German Shepherd - Long Haired,N,M,LARGS NORTH
Spoodle,Y,M,LARGS NORTH
Golden Retriever,Y,M,LARGS NORTH
Labrador,Y,F,LARGS NORTH
Borzoi,Y,F,LARGS NORTH
Labrador,Y,M,LARGS NORTH
German Shorthaired Pointer,Y,M,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
Labrador,Y,M,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Blue Heeler X,Y,M,LARGS NORTH
Beagle,N,F,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Poodle - Standard,Y,F,LARGS NORTH
Kelpie X,Y,M,LARGS NORTH
Border Collie X,Y,M,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Kelpie X,Y,F,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
German Coolie,Y,M,LARGS NORTH
Kelpie X,N,F,LARGS NORTH
Poodle - Toy,Y,M,LARGS NORTH
Schnauzer - Miniature,Y,F,LARGS NORTH
Labrador,Y,F,LARGS NORTH
Jack Russell Terrier,Y,F,LARGS NORTH
Heeler X,Y,M,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Golden Retriever,Y,M,LARGS NORTH
Kelpie X,Y,F,LARGS NORTH
Weimaraner,Y,M,LARGS NORTH
Rottweiler X,Y,M,LARGS NORTH
Silky Terrier X,Y,F,LARGS NORTH
Silky Terrier,Y,F,LARGS NORTH
Blue Heeler X,Y,F,LARGS NORTH
Shar Pei X,Y,F,LARGS NORTH
Pug,Y,M,LARGS NORTH
Spoodle X,N,F,LARGS NORTH
Cavalier King Charles Spaniel X,Y,F,LARGS NORTH
Groodle,Y,M,LARGS NORTH
Golden Retriever,Y,F,LARGS NORTH
Labrador,Y,M,LARGS NORTH
Labrador,Y,F,LARGS NORTH
Irish Setter,Y,F,LARGS NORTH
Irish Setter,N,F,LARGS NORTH
Groodle,Y,F,LARGS NORTH
Pomeranian,Y,F,LARGS NORTH
Pomeranian,Y,F,LARGS NORTH
Labrador,Y,U,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Staffordshire Bull Terrier,Y,M,LARGS NORTH
German Shepherd,N,M,LARGS NORTH
Whippet,Y,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,M,LARGS NORTH
German Shepherd,Y,F,LARGS NORTH
Maltese Terrier X,N,M,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Jack Russell Terrier X,Y,M,LARGS NORTH
Silky Terrier X,Y,F,LARGS NORTH
Mastiff X,Y,M,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
Groodle,Y,M,LARGS NORTH
Dachshund,Y,F,LARGS NORTH
Boxer,N,M,LARGS NORTH
Labrador,Y,F,LARGS NORTH
Heeler X,Y,F,LARGS NORTH
Labrador,Y,F,LARGS NORTH
Pomeranian X,Y,F,LARGS NORTH
Fox Terrier X,Y,F,LARGS NORTH
Kelpie X,N,M,LARGS NORTH
Japanese Spitz,Y,F,LARGS NORTH
Pugalier,Y,M,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Bearded Collie,Y,F,LARGS NORTH
Great Dane,Y,M,LARGS NORTH
Poodle X,Y,M,LARGS NORTH
Maltese Terrier X,Y,M,LARGS NORTH
Beagle,Y,M,LARGS NORTH
Staffordshire Bull Terrier X,Y,M,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
West Highland Terrier,Y,F,LARGS NORTH
English Staffordshire Bull Terrier,N,M,LARGS NORTH
Kelpie X,Y,M,LARGS NORTH
Belgian Shepherd,N,F,LARGS NORTH
Golden Retriever,Y,M,LARGS NORTH
Groodle,Y,M,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Maltese Terrier X,Y,M,LARGS NORTH
Silky Terrier X,Y,F,LARGS NORTH
Jack Russell Terrier,N,M,LARGS NORTH
Boxer,Y,M,LARGS NORTH
Pugalier,Y,M,LARGS NORTH
Pomeranian X,Y,F,LARGS NORTH
Bull Mastiff X,Y,F,LARGS NORTH
Chihuahua X,Y,M,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
German Shepherd,Y,M,LARGS NORTH
Greyhound,Y,M,LARGS NORTH
Spoodle,Y,F,LARGS NORTH
Pomeranian X,Y,M,LARGS NORTH
Jack Russell Terrier X,Y,M,LARGS NORTH
Cocker Spaniel,Y,M,LARGS NORTH
Labradoodle,Y,F,LARGS NORTH
Bull Terrier,Y,M,LARGS NORTH
Staffordshire Bull Terrier X,Y,M,LARGS NORTH
Cocker Spaniel,Y,M,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Maltese X,N,F,LARGS NORTH
Maltese X,N,M,LARGS NORTH
Beagle,Y,M,LARGS NORTH
Jack Russell Terrier X,Y,M,LARGS NORTH
Spoodle,Y,F,LARGS NORTH
Pomeranian,Y,M,LARGS NORTH
Maltese Terrier X,N,M,LARGS NORTH
German Shorthaired Pointer,Y,F,LARGS NORTH
German Shorthaired Pointer,Y,M,LARGS NORTH
British Bulldog X,Y,M,LARGS NORTH
French Bulldog,N,M,LARGS NORTH
Rottweiler,N,F,LARGS NORTH
Schnauzer X,N,M,LARGS NORTH
Staffordshire Bull Terrier,Y,M,LARGS NORTH
Border Terrier X,Y,M,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,F,LARGS NORTH
American Bulldog,N,F,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Kelpie,Y,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,M,LARGS NORTH
Jack Russell Terrier X,Y,M,LARGS NORTH
English Staffordshire Bull Terrier,Y,F,LARGS NORTH
English Staffordshire Bull Terrier,N,M,LARGS NORTH
English Toy Terrier,Y,M,LARGS NORTH
Labrador X,Y,M,LARGS NORTH
Jack Russell Terrier,N,M,LARGS NORTH
Staffordshire Bull Terrier,Y,M,LARGS NORTH
Lhasa Apso,Y,F,LARGS NORTH
Lhasa Apso,Y,F,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Shih Tzu X,Y,M,LARGS NORTH
Golden Retriever,N,M,LARGS NORTH
Alaskan Malamute,Y,M,LARGS NORTH
Alaskan Malamute,Y,F,LARGS NORTH
American Staffordshire Bull Terrier,N,F,LARGS NORTH
Maltese Terrier X,N,M,LARGS NORTH
Maltese X,N,F,LARGS NORTH
Maltese Terrier X,Y,M,LARGS NORTH
Schnauzer - Miniature,Y,M,LARGS NORTH
Jack Russell Terrier X,N,M,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Jack Russell Terrier X,N,F,LARGS NORTH
Jack Russell Terrier,Y,F,LARGS NORTH
Cattle Dog X,Y,F,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Cocker Spaniel,Y,M,LARGS NORTH
Cavalier King Charles Spaniel,Y,F,LARGS NORTH
Maltese X,N,M,LARGS NORTH
Terrier X,Y,F,LARGS NORTH
Labrador,N,M,LARGS NORTH
Tenterfield Terrier X,Y,F,LARGS NORTH
West Highland Terrier,Y,F,LARGS NORTH
Rottweiler X,Y,F,LARGS NORTH
American Staffordshire Bull Terrier X,Y,F,LARGS NORTH
Jack Russell Terrier X,Y,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,F,LARGS NORTH
Siberian Husky,Y,M,LARGS NORTH
Greyhound,Y,M,LARGS NORTH
Cavoodle,Y,M,LARGS NORTH
Belgian Shepherd X,Y,F,LARGS NORTH
Kelpie,Y,M,LARGS NORTH
Maltese Terrier X,Y,M,LARGS NORTH
Blue Heeler,Y,M,LARGS NORTH
Spoodle,Y,M,LARGS NORTH
Spoodle,Y,M,LARGS NORTH
German Shepherd,Y,F,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Shih Tzu X,N,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,F,LARGS NORTH
Fox Terrier X,N,F,LARGS NORTH
Labrador,N,F,LARGS NORTH
Pomeranian,Y,M,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Fox Terrier - Miniature,Y,F,LARGS NORTH
Cattle Dog,N,F,LARGS NORTH
Blue Heeler,N,M,LARGS NORTH
Rhodesian Ridgeback,Y,M,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Border Collie X,Y,F,LARGS NORTH
Kelpie,Y,M,LARGS NORTH
English Staffordshire Bull Terrier,Y,F,LARGS NORTH
Kelpie X,Y,M,LARGS NORTH
Blue Heeler,N,M,LARGS NORTH
Kelpie X,N,M,LARGS NORTH
Labradoodle,Y,M,LARGS NORTH
Australian Terrier,N,M,LARGS NORTH
Pug,Y,M,LARGS NORTH
Labrador,Y,F,LARGS NORTH
Poodle,Y,F,LARGS NORTH
Poodle,N,M,LARGS NORTH
English Cocker Spaniel,Y,M,LARGS NORTH
Papillion X,Y,M,LARGS NORTH
Jack Russell Terrier X,Y,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,M,LARGS NORTH
Red Heeler,N,M,LARGS NORTH
Labrador X,Y,M,LARGS NORTH
Poodle,N,M,LARGS NORTH
Chihuahua,Y,F,LARGS NORTH
Staffordshire Bull Terrier,Y,F,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Maltese,Y,M,LARGS NORTH
Silky Terrier X,Y,M,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
Golden Retriever X,Y,M,LARGS NORTH
Akita X,Y,F,LARGS NORTH
Akita X,Y,F,LARGS NORTH
Yorkshire Terrier,Y,F,LARGS NORTH
Chihuahua,Y,F,LARGS NORTH
Jack Russell Terrier,N,M,LARGS NORTH
Fox Terrier X,N,M,LARGS NORTH
Staffordshire Bull Terrier X,Y,M,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
Jack Russell Terrier X,Y,M,LARGS NORTH
Shih Tzu X,Y,F,LARGS NORTH
Pug X,Y,M,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
Jack Russell Terrier,N,F,LARGS NORTH
Husky,N,F,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Cavalier King Charles Spaniel X,Y,F,LARGS NORTH
Papillion X,N,F,LARGS NORTH
Malinois X,Y,F,LARGS NORTH
Border Collie,Y,F,LARGS NORTH
Fox Terrier - Miniature,Y,F,LARGS NORTH
Staffordshire Bull Terrier X,Y,F,LARGS NORTH
Maltese X,Y,F,LARGS NORTH
Cocker Spaniel,Y,F,LARGS NORTH
Fox Terrier X,Y,M,LARGS NORTH
Cane Corso,Y,F,LARGS NORTH
Maltese X,Y,M,LARGS NORTH
Fox Terrier - Miniature,Y,M,LARGS NORTH
Cattle Dog X,Y,F,LARGS NORTH
Kelpie X,Y,F,LARGS NORTH
Pugalier,Y,F,LARGS NORTH
Blue Heeler X,Y,F,LARGS NORTH
Jack Russell Terrier X,Y,M,LARGS NORTH
Chihuahua X,Y,M,LARGS NORTH
Border Collie X,Y,F,LARGS NORTH
Beagle X,Y,F,LARGS NORTH
Poodle X,N,F,LARGS NORTH
English Staffordshire Bull Terrier,Y,F,LARGS NORTH
English Staffordshire Bull Terrier,N,F,LARGS NORTH
Border Collie X,Y,M,LARGS NORTH
Weimaraner,N,F,LARGS NORTH
Kelpie,Y,F,LARGS NORTH
Heeler X,Y,F,LARGS NORTH
Shih Tzu,Y,M,LARGS NORTH
Maremma Sheepdog,N,M,LARGS NORTH
Staffordshire Bull Terrier X,N,F,LARGS NORTH
English Pointer,Y,F,LARGS NORTH
American Staffordshire Bull Terrier X,Y,M,LARGS NORTH
American Staffordshire Bull Terrier X,Y,F,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Border Collie,Y,M,LARGS NORTH
Shepherd,Y,F,LARGS NORTH
Labradoodle,Y,F,LARGS BAY
Poodle,Y,F,LARGS BAY
Dalmation,Y,F,LARGS BAY
Schnauzer,Y,M,LARGS BAY
Beagle,Y,F,LARGS BAY
Kelpie X,Y,M,LARGS BAY
Maltese X,Y,M,LARGS BAY
Cavalier King Charles Spaniel X,Y,M,LARGS BAY
Labrador X,N,F,LARGS BAY
Australian Terrier,N,F,LARGS BAY
Mastiff X,N,M,LARGS BAY
Kelpie X,Y,F,LARGS BAY
Jack Russell Terrier,Y,F,LARGS BAY
Cavoodle,Y,F,LARGS BAY
Border Collie,Y,F,LARGS BAY
Red Heeler X,Y,M,LARGS BAY
Chihuahua X,Y,M,LARGS BAY
Doberman,Y,M,LARGS BAY
Boxer,Y,F,LARGS BAY
Jack Russell Terrier,N,M,LARGS BAY
Maltese,Y,F,LARGS BAY
American Staffordshire Bull Terrier X,Y,F,LARGS BAY
English Staffordshire Bull Terrier X,Y,F,LARGS BAY
Spoodle,Y,M,LARGS BAY
American Staffordshire Bull Terrier,Y,M,LARGS BAY
Shetland Sheepdog (Sheltie),Y,M,LARGS BAY
Shetland Sheepdog (Sheltie),Y,M,LARGS BAY
Border Collie X,N,F,LARGS BAY
Schnauzer,Y,M,LARGS BAY
Maltese X,Y,M,LARGS BAY
Maltese Terrier X,Y,F,LARGS BAY
Maltese Terrier X,Y,M,LARGS BAY
Cavoodle,Y,F,LARGS BAY
American Staffordshire Bull Terrier,Y,M,LARGS BAY
Jack Russell Terrier X,Y,M,LARGS BAY
Jack Russell Terrier,N,F,LARGS BAY
Tenterfield Terrier,N,M,LARGS BAY
Cocker Spaniel,Y,F,LARGS BAY
Border Collie X,Y,F,LARGS BAY
Dalmation,N,M,LARGS BAY
Rottweiler X,Y,M,LARGS BAY
Cattle Dog,Y,F,LARGS BAY
Doberman,Y,F,LARGS BAY
Maltese X,Y,F,LARGS BAY
Maltese X,Y,M,LARGS BAY
Maltese,Y,F,LARGS BAY
Maltese,Y,F,LARGS BAY
Maltese,Y,M,LARGS BAY
Poodle - Toy,Y,M,LARGS BAY
Poodle - Toy,Y,F,LARGS BAY
Cocker Spaniel,Y,M,LARGS BAY
Golden Retriever,Y,F,LARGS BAY
Maltese Terrier X,Y,M,LARGS BAY
Moodle,Y,M,LARGS BAY
Maltese X,N,M,LARGS BAY
Labrador X,Y,F,LARGS BAY
Jack Russell Terrier,Y,M,LARGS BAY
American Staffordshire Bull Terrier X,Y,F,LARGS BAY
Silky Terrier,Y,M,LARGS BAY
Border Collie X,N,M,LARGS BAY
Maltese X,Y,M,LARGS BAY
Spoodle,Y,M,LARGS BAY
German Coolie X,Y,F,LARGS BAY
Beagle,Y,F,LARGS BAY
German Shepherd,N,F,LARGS BAY
German Shepherd,Y,F,LARGS BAY
Shar Pei X,Y,F,LARGS BAY
Papillion X,Y,M,LARGS BAY
Papillion X,Y,M,LARGS BAY
Cavalier King Charles Spaniel X,Y,M,LARGS BAY
Cavoodle,Y,F,LARGS BAY
Border Collie X,Y,F,LARGS BAY
Bichon Frise,Y,M,LARGS BAY
Blue Heeler X,N,M,LARGS BAY
Kelpie X,Y,M,LARGS BAY
Golden Retriever,Y,M,LARGS BAY
Retriever,Y,F,LARGS BAY
Retriever,Y,F,LARGS BAY
Labradoodle,Y,F,LARGS BAY
Labradoodle,Y,F,LARGS BAY
Red Heeler,Y,F,LARGS BAY
Labrador,Y,M,LARGS BAY
Chihuahua X,N,M,LARGS BAY
French Bulldog X,Y,F,LARGS BAY
Labrador,Y,M,LARGS BAY
Maltese Terrier,Y,F,LARGS BAY
Labrador X,Y,F,LARGS BAY
Kelpie,N,M,LARGS BAY
Border Collie,Y,F,LARGS BAY
Border Collie,Y,F,LARGS BAY
Border Collie,Y,M,LARGS BAY
Schnauzer,Y,M,LARGS BAY
Schnauzer - Miniature,Y,F,LARGS BAY
Poodle - Toy,Y,F,LARGS BAY
Poodle,Y,F,LARGS BAY
Labrador,Y,M,LARGS BAY
Fox Terrier X,Y,F,LARGS BAY
Border Collie,Y,F,LARGS BAY
Australian Shepherd,Y,M,LARGS BAY
Australian Shepherd,Y,M,LARGS BAY
Golden Retriever X,Y,F,LARGS BAY
Golden Retriever,Y,F,LARGS BAY
Beagle,Y,F,LARGS BAY
Pomeranian,N,F,LARGS BAY
Staffordshire Bull Terrier,Y,F,LARGS BAY
American Staffordshire Bull Terrier X,Y,M,LARGS BAY
German Shepherd,Y,F,LARGS BAY
Dachshund X,Y,F,LARGS BAY
Border Collie X,N,M,LARGS BAY
Silky Terrier X,Y,U,LARGS BAY
Fox Terrier X - Miniature,Y,F,LARGS BAY
Maremma Sheepdog X,Y,M,LARGS BAY
American Staffordshire Bull Terrier X,Y,M,LARGS BAY
Border Collie,Y,F,LARGS BAY
Maltese X,N,F,LARGS BAY
Maltese Terrier X,Y,M,LARGS BAY
Shetland Sheepdog (Sheltie),Y,F,LARGS BAY
Staffordshire Bull Terrier X,Y,M,LARGS BAY
English Mastiff X,Y,F,LARGS BAY
English Mastiff,Y,M,LARGS BAY
Golden Retriever,N,F,LARGS BAY
Keeshond,N,U,LARGS BAY
Border Collie X,Y,F,LARGS BAY
Jack Russell Terrier,Y,F,LARGS BAY
Dachshund,Y,F,LARGS BAY
Border Collie,Y,M,LARGS BAY
Chihuahua X,Y,F,LARGS BAY
Chihuahua X,Y,F,LARGS BAY
Cairn Terrier,Y,F,LARGS BAY
Spoodle,Y,F,LARGS BAY
Maltese Terrier X,Y,M,LARGS BAY
Siberian Husky X,Y,F,LARGS BAY
Australian Bulldog,N,M,LARGS BAY
Australian Bulldog,Y,F,LARGS BAY
Maltese X,Y,M,LARGS BAY
Jack Russell Terrier X,Y,F,LARGS BAY
Border Collie,Y,M,LARGS BAY
Rhodesian Ridgeback,Y,F,LARGS BAY
Border Collie X,Y,F,LARGS BAY
Labrador,N,M,LARGS BAY
Staffordshire Bull Terrier,Y,F,LARGS BAY
Staffordshire Bull Terrier,Y,M,LARGS BAY
Maltese X,Y,M,LARGS BAY
Poodle X,Y,M,LARGS BAY
Maltese X,N,U,LARGS BAY
West Highland Terrier X,N,F,LARGS BAY
Pugalier,Y,M,LARGS BAY
Pomeranian X,Y,M,LARGS BAY
Corgi,Y,M,LARGS BAY
Kelpie X,Y,F,LARGS BAY
Jack Russell Terrier,Y,M,LARGS BAY
Labrador,N,M,LARGS BAY
Beagle,Y,F,LARGS BAY
Blue Heeler X,Y,M,LARGS BAY
Border Collie X,Y,F,LARGS BAY
Schnauzer - Miniature,Y,M,LARGS BAY
