Breed,De-sexed,Gender,Suburb
Shetland Sheepdog                       ,Y,M,MELROSE PARK                       
Golden Retriever                        ,Y,M,NETHERBY                           
Pug                                     ,Y,M,COLONEL LIGHT GARDENS              
Dobermann                               ,Y,M,MELROSE PARK                       
Dachshund                               ,Y,F,NETHERBY                           
Amer Staff Terrier                      ,N,M,WESTBOURNE PARK                    
Hungarian Vizsla                        ,Y,M,TORRENS PARK                       
Border Terrier                          ,N,M,PASADENA                           
Spoodle                                 ,Y,M,COLONEL LIGHT GARDENS              
Cocker Spaniel                          ,Y,M,CRAIGBURN FARM                     
German Shorthaired Pointer              ,Y,M,COROMANDEL VALLEY                  
Collie Rough                            ,Y,M,WESTBOURNE PARK                    
Weimeraner                              ,Y,M,TORRENS PARK                       
Jack Russell Terrier                    ,Y,F,URRBRAE                            
Jack Russell Terrier                    ,Y,M,BELAIR                             
Australian Kelpie                       ,Y,M,BELAIR                             
Golden Retriever                        ,Y,M,ST MARYS                           
Labrador                                ,Y,M,PASADENA                           
Shar Pei Chinese                        ,Y,M,MITCHAM                            
Miniature Schnauzer                     ,Y,M,CLAPHAM                            
Tenterfield Terrier                     ,N,M,CRAIGBURN FARM                     
Spoodle                                 ,Y,M,HAWTHORN                           
Cocker Spaniel                          ,Y,M,COLONEL LIGHT GARDENS              
Rottweiler                              ,Y,F,CLAPHAM                            
Bernese Mountain Dog                    ,N,M,EDEN HILLS                         
Cocker Spaniel                          ,Y,M,ST MARYS                           
Labrador                                ,Y,F,HAWTHORN                           
Labrador                                ,Y,M,CLARENCE GARDENS                   
Mastiff                                 ,N,M,PASADENA                           
Labrador                                ,Y,M,CUMBERLAND PARK                    
Border Collie                           ,Y,M,BELLEVUE HEIGHTS                   
Border Collie                           ,Y,F,BELAIR                             
Labrador                                ,Y,M,MITCHAM                            
Fox Terrier                             ,Y,M,BLACKWOOD                          
Labrador Retriever                      ,Y,M,EDEN HILLS                         
Nova Scotia Duck Tolling Retriever      ,Y,M,BLACKWOOD                          
Poodle                                  ,Y,M,BELLEVUE HEIGHTS                   
Borzoi                                  ,Y,F,GLENALTA                           
Maltese                                 ,Y,M,BLACKWOOD                          
West Highland Terrier                   ,Y,M,URRBRAE                            
Maltese                                 ,Y,M,BELAIR                             
Australian Kelpie                       ,Y,M,LOWER MITCHAM                      
Poodle                                  ,Y,M,CRAIGBURN FARM                     
German Shorthaired Pointer              ,Y,M,KINGSWOOD                          
West Highland Terrier                   ,Y,M,MELROSE PARK                       
Shetland Sheepdog                       ,Y,M,MITCHAM                            
Cairn Terrier                           ,Y,M,HAWTHORNDENE                       
